product_description,category,price,customer_age,is_member,treatment,outcome
"White unprinted paper napkins, two ply bulk pack of 200",home,3.98,18,0,0,3.77
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,45.11,59,0,0,57.13
"Plain polyester ankle socks, value multipack of six pairs",clothing,6.59,55,1,0,26.99
"Designer sunglasses, polarized titanium frame UV protection",accessories,222.6,56,0,0,250.81
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,14.34,42,0,1,32.98
"Designer sunglasses, polarized titanium frame UV protection",accessories,189.93,59,0,0,198.16
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,39.39,41,1,0,42.57
"Generic alkaline AA batteries, standard pack of eight",electronics,4.15,67,0,1,16.73
"Basic foam sole flip flops, solid color unisex design",clothing,4.53,30,1,1,15.83
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,5.79,67,0,1,11.61
"Disposable white paper cups, standard 8oz pack of 50",home,3.97,64,0,0,10.12
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.23,61,1,1,22.46
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,37.34,60,1,1,63.78
"Standard plastic clothes hangers, adult size pack of 10",home,3.28,34,0,1,20.07
"Budget wired earbuds, basic stereo sound with inline mic",electronics,10.16,59,0,0,21.27
"Clear stackable plastic storage bin, medium size with lid",home,8.22,54,1,1,31.64
"Basic heat resistant silicone spatula, single piece design",home,4.21,33,1,1,18.36
"Hand blown borosilicate glass vase, contemporary geometric design",home,111.69,54,1,1,132.5
"Multi-color kitchen sponge pack, dual-sided pack of six",home,2.95,62,1,1,17.24
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,232.27,31,1,0,245.9
"Basic foam sole flip flops, solid color unisex design",clothing,3.77,39,0,0,8.28
"Artisan smoked sea salt collection, applewood and hickory varieties",food,26.96,35,1,1,44.34
"Disposable white paper cups, standard 8oz pack of 50",home,4.3,31,1,1,24.6
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,18.36,52,1,1,36.94
"Handmade ceramic mug, unique wood-fired glaze by local potter",home,46.5,48,1,1,64.43
"Artisan raw wildflower honey collection, three regional varieties",food,38.37,21,1,1,59.3
"Pre-sliced white sandwich bread, standard enriched loaf",food,2.31,54,0,1,12.71
"Generic alkaline AA batteries, standard pack of eight",electronics,4.56,54,1,0,11.97
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,27.75,42,0,1,40.96
"Generic instant coffee, standard freeze-dried blend 200g jar",food,5.86,35,0,0,13.42
"Unscented white tea light candles, paraffin bulk pack of 20",home,2.92,49,1,0,6.43
"White unprinted paper napkins, two ply bulk pack of 200",home,4.77,25,0,1,14.92
"White unprinted paper napkins, two ply bulk pack of 200",home,3.8,40,0,1,15.5
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,46.53,66,1,0,56.11
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,82.65,38,1,0,77.91
"Basic latex exercise band, light resistance single band",fitness,4.49,49,1,1,16.02
"Basic heat resistant silicone spatula, single piece design",home,4.85,43,1,1,16.93
"Artisan sourdough loaf, stone baked with ancient grain flour",food,8.46,51,0,0,16.39
"Soft two-ply facial tissues, standard box of 160 sheets",home,3.75,35,0,1,19.32
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,49.99,50,1,0,52.32
"Soft two-ply facial tissues, standard box of 160 sheets",home,3.49,53,1,1,19.8
"Multi-color kitchen sponge pack, dual-sided pack of six",home,3.05,62,0,1,21.51
"Generic snap-on phone case, standard universal fit clear",electronics,4.81,24,1,1,16.92
"Premium leather wallet, handcrafted Italian design with gold stitching",accessories,81.38,57,1,0,81.82
"Clear plastic food storage container set, snap lid microwave safe",home,8.72,24,1,1,19.2
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,230.98,24,1,0,243.06
"Hand blown borosilicate glass vase, contemporary geometric design",home,73.7,19,0,1,81.32
"Generic fluoride mint toothpaste, standard 150ml tube",accessories,2.14,69,1,1,17.91
"Standard aluminum foil roll, 30 feet household grade",home,3.32,25,1,1,16.82
"Premium vacuum insulated stainless steel bottle, keeps cold 24hr",accessories,42.98,57,1,1,50.25
"Milk chocolate candy bar, standard size individually wrapped",food,2.3,55,0,1,18.67
"White unprinted paper napkins, two ply bulk pack of 200",home,4.18,39,0,1,18.64
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.14,35,1,1,26.42
"Standard aluminum foil roll, 30 feet household grade",home,3.12,32,0,1,22.94
"Handwoven sustainable rattan storage basket, fair trade certified",home,38.74,24,1,0,42.6
"Luxury hand-poured soy candle, wild fig and cassis scent",home,68.96,53,1,1,79.07
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,19.65,31,1,1,39.84
"Standard plastic measuring cup set, four piece nested",home,4.68,37,0,1,17.51
"Handmade ceramic mug, unique wood-fired glaze by local potter",home,47.7,46,1,0,59.17
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,146.62,57,1,0,163.69
"Handmade ceramic mug, unique wood-fired glaze by local potter",home,48.68,54,0,1,79.89
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,57.08,51,1,0,56.97
"Standard plastic clothes hangers, adult size pack of 10",home,5.15,54,1,1,23.57
"Organic cold pressed green juice, turmeric ginger daily blend",food,11.35,67,1,0,24.51
"Standard plastic measuring cup set, four piece nested",home,4.07,31,0,0,13.63
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.44,68,1,1,19.12
"Handmade pure beeswax candles, lavender and eucalyptus infused",home,37.55,31,1,0,43.68
"Basic latex exercise band, light resistance single band",fitness,5.57,58,1,1,23.44
"Premium natural rubber yoga mat, non-slip cork surface",fitness,60.27,21,0,1,72.94
"Plain polyester ankle socks, value multipack of six pairs",clothing,6.15,46,0,0,9.13
"Natural Belgian linen tablecloth, hand-hemmed edges",home,129.01,65,0,0,143.31
"Natural Belgian linen tablecloth, hand-hemmed edges",home,118.05,70,1,1,137.1
"Artisan sourdough loaf, stone baked with ancient grain flour",food,7.41,64,0,1,24.18
"Multi-color kitchen sponge pack, dual-sided pack of six",home,3.25,41,0,1,21.18
"Handcrafted solid walnut end-grain cutting board, food safe oil",home,93.65,59,1,1,109.68
"Hand blown borosilicate glass vase, contemporary geometric design",home,86.75,33,0,0,75.41
"Clear plastic food storage container set, snap lid microwave safe",home,9.16,66,1,0,24.81
"Standard aluminum foil roll, 30 feet household grade",home,3.32,51,1,1,16.94
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,14.88,39,1,1,31.39
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,61.48,63,1,1,90.84
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,59.23,58,1,0,78.78
"Handmade ceramic mug, unique wood-fired glaze by local potter",home,42.36,40,0,1,52.72
"Basic white cotton washcloth, standard size single pack",home,1.93,28,1,1,9.92
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,2.63,54,0,1,10.71
"Basic white cotton washcloth, standard size single pack",home,2.43,53,1,1,23.44
"Standard plastic measuring cup set, four piece nested",home,4.6,53,0,1,20.37
"Luxury hand-poured soy candle, wild fig and cassis scent",home,59.34,24,1,1,78.01
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,51.74,53,0,1,56.18
"Handcrafted solid walnut end-grain cutting board, food safe oil",home,109.02,23,0,1,134.06
"Hand blown borosilicate glass vase, contemporary geometric design",home,102.53,21,0,1,117.65
"Artisan dark chocolate box, single origin Ecuadorian cacao 72%",food,39.89,27,1,0,47.63
"Store brand orange juice from concentrate, standard carton",food,3.61,24,1,1,3.9
"Luxury hand-poured soy candle, wild fig and cassis scent",home,68.35,48,0,0,70.21
"Basic heat resistant silicone spatula, single piece design",home,4.95,61,1,1,21.28
"Standard aluminum foil roll, 30 feet household grade",home,2.87,36,1,1,12.26
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,104.61,49,1,0,105.48
"Designer sunglasses, polarized titanium frame UV protection",accessories,203.38,26,1,0,206.85
"Generic instant coffee, standard freeze-dried blend 200g jar",food,6.18,59,1,0,10.5
"Basic latex exercise band, light resistance single band",fitness,4.12,52,1,1,25.51
"Premium natural rubber yoga mat, non-slip cork surface",fitness,63.99,29,0,0,70.23
"Premium vacuum insulated stainless steel bottle, keeps cold 24hr",accessories,47.1,28,1,0,56.4
"Milk chocolate candy bar, standard size individually wrapped",food,1.76,26,1,0,11.42
"Clear stackable plastic storage bin, medium size with lid",home,7.01,66,0,1,26.88
"Luxury Egyptian cotton bath towel set, 800gsm hotel quality",home,84.71,18,0,1,88.84
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,2.79,45,1,1,14.01
"White unprinted paper napkins, two ply bulk pack of 200",home,3.41,43,1,1,22.01
"Clear plastic food storage container set, snap lid microwave safe",home,8.95,53,0,1,14.43
"Clear stackable plastic storage bin, medium size with lid",home,8.23,38,1,1,24.23
"Basic latex exercise band, light resistance single band",fitness,5.65,59,1,0,9.32
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,57.66,54,1,1,70.59
"Clear plastic food storage container set, snap lid microwave safe",home,8.22,61,0,1,22.18
"Clear stackable plastic storage bin, medium size with lid",home,8.54,26,1,1,23.82
"Premium Qi wireless charger, vegan leather surface fast charge",electronics,65.97,49,1,0,70.03
"Artisan raw wildflower honey collection, three regional varieties",food,29.62,49,1,1,40.19
"Soft two-ply facial tissues, standard box of 160 sheets",home,2.63,39,0,0,15.95
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,79.64,65,0,0,95.71
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.77,45,0,1,18.25
"Premium vacuum insulated stainless steel bottle, keeps cold 24hr",accessories,39.4,24,0,0,46.52
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,2.13,24,0,1,11.82
"Soft two-ply facial tissues, standard box of 160 sheets",home,3.28,43,1,1,21.08
"Bespoke leather journal, hand stitched with archival cotton paper",accessories,77.65,57,1,0,76.14
"Generic snap-on phone case, standard universal fit clear",electronics,5.53,29,1,1,31.64
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,9.74,37,0,1,11.46
"Premium natural rubber yoga mat, non-slip cork surface",fitness,61.47,35,0,1,65.51
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,4.05,38,1,0,7.85
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,17.24,26,1,1,29.02
"Clear stackable plastic storage bin, medium size with lid",home,7.07,52,0,1,18.22
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,1.85,33,1,1,10.26
"Basic foam sole flip flops, solid color unisex design",clothing,4.73,39,1,1,18.26
"Soft two-ply facial tissues, standard box of 160 sheets",home,3.41,55,0,1,19.35
"Luxury silk scarf, limited edition botanical pattern by artisan designer",accessories,138.77,30,0,0,144.32
"Luxury hand-poured soy candle, wild fig and cassis scent",home,70.87,52,1,0,87.62
"Designer sunglasses, polarized titanium frame UV protection",accessories,257.97,23,1,0,279.45
"Milk chocolate candy bar, standard size individually wrapped",food,2.5,50,0,1,25.83
"Milk chocolate candy bar, standard size individually wrapped",food,2.5,40,1,0,11.47
"Artisan sourdough loaf, stone baked with ancient grain flour",food,9.59,68,0,1,17.82
"Generic snap-on phone case, standard universal fit clear",electronics,6.27,67,1,0,17.15
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,2.94,22,0,1,11.96
"Artisan smoked sea salt collection, applewood and hickory varieties",food,20.66,39,1,0,28.67
"Designer sunglasses, polarized titanium frame UV protection",accessories,190.72,55,0,0,188.85
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,192.21,68,0,0,183.27
"Basic white cotton washcloth, standard size single pack",home,2.46,48,0,0,11.59
"Clear stackable plastic storage bin, medium size with lid",home,7.24,31,1,0,14.31
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,2.44,64,1,1,30.04
"Standard plastic measuring cup set, four piece nested",home,6.41,50,1,1,21.42
"Basic college ruled spiral notebook, 70 sheets perforated pages",accessories,1.65,63,0,1,11.24
"Premium natural rubber yoga mat, non-slip cork surface",fitness,84.59,52,0,0,86.74
"Artisan raw wildflower honey collection, three regional varieties",food,32.01,44,1,0,35.17
"Premium natural rubber yoga mat, non-slip cork surface",fitness,91.59,63,1,1,96.04
"Generic drawstring tall kitchen trash bags, 30 count roll",home,4.85,33,1,1,16.28
"Multi-color kitchen sponge pack, dual-sided pack of six",home,3.82,59,0,0,3.96
"Basic white cotton washcloth, standard size single pack",home,2.21,23,1,1,19.21
"Mulberry silk padded sleep mask, adjustable elastic headband",accessories,45.03,26,1,0,49.89
"Clear plastic food storage container set, snap lid microwave safe",home,7.83,69,0,1,10.76
"Mulberry silk padded sleep mask, adjustable elastic headband",accessories,30.22,38,1,0,46.85
"Generic lemon scented dish soap, standard 500ml squeeze bottle",home,3.49,54,0,1,16.71
"Generic snap-on phone case, standard universal fit clear",electronics,5.23,63,1,1,19.11
"Heritage pre-seasoned cast iron skillet, triple-coated surface",home,88.21,68,0,0,98.42
"Basic blue ink ballpoint pens, medium tip pack of 12",accessories,3.65,19,1,0,5.14
"Simple BPA-free plastic water bottle, twist cap 500ml",accessories,6.13,20,0,1,22.0
"White unprinted paper napkins, two ply bulk pack of 200",home,3.75,45,0,1,16.7
"Premium ultrasonic essential oil diffuser, sustainable bamboo housing",home,39.52,27,1,0,37.99
"Artisan bronze-die extruded pasta variety, imported Italian semolina",food,15.85,68,1,1,37.87
"Unscented white tea light candles, paraffin bulk pack of 20",home,3.34,32,1,0,12.65
"Basic cotton crew neck t-shirt, everyday casual wear unisex",clothing,12.1,49,0,1,24.17
"Biodegradable bamboo toothbrush set, charcoal infused soft bristles",accessories,12.74,49,0,1,30.06
"Fine Italian merino wool crew neck sweater, sustainable dye",clothing,230.12,32,0,0,241.33
"Luxury hand-poured soy candle, wild fig and cassis scent",home,47.0,41,0,0,43.66
"Artisan raw wildflower honey collection, three regional varieties",food,39.03,61,1,1,47.37
"Clear stackable plastic storage bin, medium size with lid",home,5.87,18,0,1,15.45
